"document","label","term_ back","term_ big","term_ government","term_ made","term_ make","term_ one","term_ part","term_ people","term_ reuters","term_ see","term_ source","term_ story","term_ team","term_ trump","term_ week","term_ year","term_ years","term_news","term_time"
1283,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1284,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1285,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1286,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1287,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1288,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1289,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1290,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1291,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1292,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1293,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1294,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1295,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1296,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1297,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1298,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1299,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1300,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1301,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1302,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1303,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1304,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1305,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1306,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1307,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1308,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1309,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1310,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1311,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1312,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1313,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1314,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1315,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1316,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1317,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1318,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1319,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1320,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1321,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1322,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1323,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1324,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1325,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1326,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1327,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1328,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1329,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1330,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1331,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1332,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1333,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1334,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1335,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1336,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1337,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1338,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1339,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1340,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1341,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1342,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1343,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1344,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1345,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1346,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1347,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1348,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1349,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1350,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1351,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1352,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1353,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1354,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1355,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1356,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1357,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1358,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1359,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1360,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1361,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1362,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1363,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1364,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1365,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1366,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1367,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1368,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1369,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1370,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1371,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1372,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1373,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1374,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1375,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1376,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1377,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1378,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1379,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1380,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1381,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1382,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1383,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1384,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1385,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1386,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1387,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1388,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1389,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1390,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1391,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1392,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1393,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1394,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1395,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1396,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1397,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1398,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1399,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1400,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1401,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1402,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1403,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1404,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1405,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1406,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1407,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1408,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1409,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1410,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1411,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1412,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1413,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1414,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1415,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1416,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1417,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1418,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1419,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1420,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1421,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1422,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1423,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1424,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1425,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1426,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1427,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1428,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1429,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1430,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1431,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1432,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1433,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1434,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1435,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1436,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1437,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1438,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1439,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1440,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1441,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1442,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1443,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1444,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1445,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1446,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1447,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1448,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1449,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1450,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1451,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1452,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1453,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1454,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1455,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1456,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1457,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1458,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1459,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1460,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1461,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1462,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1463,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1464,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1465,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1466,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1467,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1468,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1469,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1470,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1471,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1472,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1473,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1474,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1475,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1476,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1477,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1478,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1479,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1480,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1481,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1482,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1483,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1484,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1485,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1486,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1487,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1488,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1489,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1490,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1491,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1492,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1493,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1494,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1495,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1496,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1497,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1498,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1499,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1500,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1501,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1502,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1503,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1504,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1505,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1506,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1507,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1508,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1509,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1510,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1511,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1512,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1513,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1514,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1515,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1516,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1517,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1518,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1519,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1520,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1521,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1522,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1523,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1524,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1525,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1526,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1527,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1528,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1529,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1530,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1531,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1532,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1533,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1534,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1535,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1536,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1537,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1538,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1539,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1540,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1541,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1542,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1543,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1544,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1545,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1546,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1547,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1548,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1549,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1550,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1551,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1552,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1553,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1554,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1555,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1556,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1557,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1558,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1559,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1560,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1561,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1562,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1563,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1564,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1565,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1566,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1567,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1568,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1569,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1570,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1571,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1572,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1573,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1574,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1575,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1576,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1577,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1578,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1579,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1580,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1581,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1582,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1583,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1584,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1585,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1586,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1587,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1588,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1589,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1590,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1591,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1592,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1593,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1594,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1595,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1596,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1597,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
