"document","label","term_ back","term_ government","term_ news","term_ people","term_ photos","term_ play","term_ police","term_ season","term_ state","term_ states","term_ team","term_ time","term_ told","term_ trump","term_ week","term_ yards","term_ years","term_game","term_president"
1283,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1284,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1285,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1286,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1287,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1288,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1289,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1290,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1291,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1292,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1293,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1294,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1295,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1296,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1297,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1298,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1299,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1300,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1301,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1302,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1303,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1304,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1305,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1306,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1307,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1308,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1309,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1310,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1311,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1312,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1313,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1314,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1315,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1316,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1317,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1318,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1319,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1320,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1321,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1322,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1323,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1324,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1325,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1326,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1327,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1328,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1329,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1330,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1331,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1332,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1333,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1334,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1335,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1336,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1337,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1338,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1339,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1340,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1341,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1342,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1343,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1344,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1345,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1346,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1347,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1348,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1349,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1350,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1351,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1352,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1353,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1354,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1355,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1356,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1357,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1358,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1359,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1360,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1361,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1362,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1363,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1364,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1365,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1366,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1367,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1368,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1369,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1370,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1371,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1372,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1373,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1374,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1375,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1376,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1377,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1378,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1379,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1380,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1381,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1382,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1383,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1384,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1385,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1386,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1387,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1388,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1389,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1390,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1391,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1392,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1393,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1394,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1395,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1396,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1397,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1398,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1399,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1400,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1401,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1402,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1403,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1404,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1405,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1406,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1407,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1408,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1409,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1410,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1411,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1412,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1413,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1414,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1415,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1416,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1417,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1418,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1419,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1420,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1421,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1422,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1423,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1424,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1425,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1426,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1427,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1428,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1429,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1430,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1431,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1432,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1433,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1434,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1435,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1436,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1437,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1438,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1439,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1440,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1441,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1442,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1443,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1444,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1445,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1446,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1447,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1448,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1449,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1450,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1451,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1452,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1453,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1454,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1455,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1456,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1457,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1458,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1459,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1460,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1461,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1462,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1463,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1464,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1465,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1466,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1467,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1468,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1469,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1470,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1471,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1472,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1473,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1474,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1475,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1476,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1477,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1478,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1479,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1480,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1481,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1482,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1483,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1484,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1485,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1486,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1487,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1488,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1489,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1490,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1491,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1492,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1493,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1494,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1495,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1496,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1497,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1498,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1499,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1500,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1501,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1502,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1503,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1504,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1505,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1506,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1507,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1508,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1509,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1510,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1511,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1512,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1513,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1514,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1515,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1516,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1517,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1518,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1519,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1520,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1521,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1522,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1523,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1524,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1525,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1526,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1527,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1528,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1529,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1530,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1531,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1532,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1533,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1534,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1535,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1536,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1537,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1538,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1539,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1540,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1541,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1542,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1543,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1544,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1545,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1546,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1547,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1548,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1549,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1550,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1551,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1552,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1553,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1554,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1555,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1556,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1557,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1558,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1559,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1560,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1561,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1562,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1563,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1564,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1565,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1566,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1567,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1568,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1569,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1570,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1571,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1572,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1573,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1574,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1575,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1576,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1577,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1578,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1579,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1580,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1581,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1582,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1583,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1584,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1585,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1586,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1587,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1588,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1589,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1590,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1591,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1592,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1593,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1594,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1595,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1596,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1597,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
